time_id,date,time,hour,minute,day_name,day_of_week,is_weekend,week_of_year,month,quarter,year
202401031000,2024-01-03,10:00,10,0,Wednesday,3,0,1,1,1,2024
202401031030,2024-01-03,10:30,10,30,Wednesday,3,0,1,1,1,2024
202401031100,2024-01-03,11:00,11,0,Wednesday,3,0,1,1,1,2024
202401031130,2024-01-03,11:30,11,30,Wednesday,3,0,1,1,1,2024
202401031200,2024-01-03,12:00,12,0,Wednesday,3,0,1,1,1,2024
202401031230,2024-01-03,12:30,12,30,Wednesday,3,0,1,1,1,2024
202401031300,2024-01-03,13:00,13,0,Wednesday,3,0,1,1,1,2024
202401031330,2024-01-03,13:30,13,30,Wednesday,3,0,1,1,1,2024
202401031400,2024-01-03,14:00,14,0,Wednesday,3,0,1,1,1,2024
202401031430,2024-01-03,14:30,14,30,Wednesday,3,0,1,1,1,2024
202401031500,2024-01-03,15:00,15,0,Wednesday,3,0,1,1,1,2024
202401031530,2024-01-03,15:30,15,30,Wednesday,3,0,1,1,1,2024
202401031600,2024-01-03,16:00,16,0,Wednesday,3,0,1,1,1,2024
202401031630,2024-01-03,16:30,16,30,Wednesday,3,0,1,1,1,2024
202401031700,2024-01-03,17:00,17,0,Wednesday,3,0,1,1,1,2024
202401031730,2024-01-03,17:30,17,30,Wednesday,3,0,1,1,1,2024
202401031800,2024-01-03,18:00,18,0,Wednesday,3,0,1,1,1,2024
202401031830,2024-01-03,18:30,18,30,Wednesday,3,0,1,1,1,2024
202401031900,2024-01-03,19:00,19,0,Wednesday,3,0,1,1,1,2024
202401031930,2024-01-03,19:30,19,30,Wednesday,3,0,1,1,1,2024
202401032000,2024-01-03,20:00,20,0,Wednesday,3,0,1,1,1,2024
202401032030,2024-01-03,20:30,20,30,Wednesday,3,0,1,1,1,2024
202401032100,2024-01-03,21:00,21,0,Wednesday,3,0,1,1,1,2024
202401032130,2024-01-03,21:30,21,30,Wednesday,3,0,1,1,1,2024
202401032200,2024-01-03,22:00,22,0,Wednesday,3,0,1,1,1,2024
202401032230,2024-01-03,22:30,22,30,Wednesday,3,0,1,1,1,2024
202401032300,2024-01-03,23:00,23,0,Wednesday,3,0,1,1,1,2024
202401032330,2024-01-03,23:30,23,30,Wednesday,3,0,1,1,1,2024
202401040900,2024-01-04,09:00,9,0,Thursday,4,0,1,1,1,2024
202401040930,2024-01-04,09:30,9,30,Thursday,4,0,1,1,1,2024
202401041000,2024-01-04,10:00,10,0,Thursday,4,0,1,1,1,2024
202401041030,2024-01-04,10:30,10,30,Thursday,4,0,1,1,1,2024
202401041100,2024-01-04,11:00,11,0,Thursday,4,0,1,1,1,2024
202401041130,2024-01-04,11:30,11,30,Thursday,4,0,1,1,1,2024
202401041200,2024-01-04,12:00,12,0,Thursday,4,0,1,1,1,2024
202401041230,2024-01-04,12:30,12,30,Thursday,4,0,1,1,1,2024
202401041300,2024-01-04,13:00,13,0,Thursday,4,0,1,1,1,2024
202401041330,2024-01-04,13:30,13,30,Thursday,4,0,1,1,1,2024
202401041400,2024-01-04,14:00,14,0,Thursday,4,0,1,1,1,2024
202401041430,2024-01-04,14:30,14,30,Thursday,4,0,1,1,1,2024
202401041500,2024-01-04,15:00,15,0,Thursday,4,0,1,1,1,2024
202401041530,2024-01-04,15:30,15,30,Thursday,4,0,1,1,1,2024
202401041600,2024-01-04,16:00,16,0,Thursday,4,0,1,1,1,2024
202401041630,2024-01-04,16:30,16,30,Thursday,4,0,1,1,1,2024
202401041700,2024-01-04,17:00,17,0,Thursday,4,0,1,1,1,2024
202401041730,2024-01-04,17:30,17,30,Thursday,4,0,1,1,1,2024
202401041800,2024-01-04,18:00,18,0,Thursday,4,0,1,1,1,2024
202401041830,2024-01-04,18:30,18,30,Thursday,4,0,1,1,1,2024
202401041900,2024-01-04,19:00,19,0,Thursday,4,0,1,1,1,2024
202401041930,2024-01-04,19:30,19,30,Thursday,4,0,1,1,1,2024
202401042000,2024-01-04,20:00,20,0,Thursday,4,0,1,1,1,2024
202401042030,2024-01-04,20:30,20,30,Thursday,4,0,1,1,1,2024
202401042100,2024-01-04,21:00,21,0,Thursday,4,0,1,1,1,2024
202401042130,2024-01-04,21:30,21,30,Thursday,4,0,1,1,1,2024
202401042200,2024-01-04,22:00,22,0,Thursday,4,0,1,1,1,2024
202401042230,2024-01-04,22:30,22,30,Thursday,4,0,1,1,1,2024
202401042300,2024-01-04,23:00,23,0,Thursday,4,0,1,1,1,2024
202401042330,2024-01-04,23:30,23,30,Thursday,4,0,1,1,1,2024
202401050900,2024-01-05,09:00,9,0,Friday,5,0,1,1,1,2024
202401050930,2024-01-05,09:30,9,30,Friday,5,0,1,1,1,2024
202401051000,2024-01-05,10:00,10,0,Friday,5,0,1,1,1,2024
202401051030,2024-01-05,10:30,10,30,Friday,5,0,1,1,1,2024
202401051100,2024-01-05,11:00,11,0,Friday,5,0,1,1,1,2024
202401051130,2024-01-05,11:30,11,30,Friday,5,0,1,1,1,2024
202401051200,2024-01-05,12:00,12,0,Friday,5,0,1,1,1,2024
202401051230,2024-01-05,12:30,12,30,Friday,5,0,1,1,1,2024
202401051300,2024-01-05,13:00,13,0,Friday,5,0,1,1,1,2024
202401051330,2024-01-05,13:30,13,30,Friday,5,0,1,1,1,2024
202401051400,2024-01-05,14:00,14,0,Friday,5,0,1,1,1,2024
202401051430,2024-01-05,14:30,14,30,Friday,5,0,1,1,1,2024
202401051500,2024-01-05,15:00,15,0,Friday,5,0,1,1,1,2024
202401051530,2024-01-05,15:30,15,30,Friday,5,0,1,1,1,2024
202401051600,2024-01-05,16:00,16,0,Friday,5,0,1,1,1,2024
202401051630,2024-01-05,16:30,16,30,Friday,5,0,1,1,1,2024
202401051700,2024-01-05,17:00,17,0,Friday,5,0,1,1,1,2024
202401051730,2024-01-05,17:30,17,30,Friday,5,0,1,1,1,2024
202401051800,2024-01-05,18:00,18,0,Friday,5,0,1,1,1,2024
202401051830,2024-01-05,18:30,18,30,Friday,5,0,1,1,1,2024
202401051900,2024-01-05,19:00,19,0,Friday,5,0,1,1,1,2024
202401051930,2024-01-05,19:30,19,30,Friday,5,0,1,1,1,2024
202401052000,2024-01-05,20:00,20,0,Friday,5,0,1,1,1,2024
202401052030,2024-01-05,20:30,20,30,Friday,5,0,1,1,1,2024
202401052100,2024-01-05,21:00,21,0,Friday,5,0,1,1,1,2024
202401052130,2024-01-05,21:30,21,30,Friday,5,0,1,1,1,2024
202401052200,2024-01-05,22:00,22,0,Friday,5,0,1,1,1,2024
202401052230,2024-01-05,22:30,22,30,Friday,5,0,1,1,1,2024
202401052300,2024-01-05,23:00,23,0,Friday,5,0,1,1,1,2024
202401052330,2024-01-05,23:30,23,30,Friday,5,0,1,1,1,2024
202401060900,2024-01-06,09:00,9,0,Saturday,6,1,1,1,1,2024
202401060930,2024-01-06,09:30,9,30,Saturday,6,1,1,1,1,2024
202401061000,2024-01-06,10:00,10,0,Saturday,6,1,1,1,1,2024
202401061030,2024-01-06,10:30,10,30,Saturday,6,1,1,1,1,2024
202401061100,2024-01-06,11:00,11,0,Saturday,6,1,1,1,1,2024
202401061130,2024-01-06,11:30,11,30,Saturday,6,1,1,1,1,2024
202401061200,2024-01-06,12:00,12,0,Saturday,6,1,1,1,1,2024
202401061230,2024-01-06,12:30,12,30,Saturday,6,1,1,1,1,2024
202401061300,2024-01-06,13:00,13,0,Saturday,6,1,1,1,1,2024
202401061330,2024-01-06,13:30,13,30,Saturday,6,1,1,1,1,2024
202401061400,2024-01-06,14:00,14,0,Saturday,6,1,1,1,1,2024
202401061430,2024-01-06,14:30,14,30,Saturday,6,1,1,1,1,2024
202401061500,2024-01-06,15:00,15,0,Saturday,6,1,1,1,1,2024
202401061530,2024-01-06,15:30,15,30,Saturday,6,1,1,1,1,2024
202401061600,2024-01-06,16:00,16,0,Saturday,6,1,1,1,1,2024
202401061630,2024-01-06,16:30,16,30,Saturday,6,1,1,1,1,2024
202401061700,2024-01-06,17:00,17,0,Saturday,6,1,1,1,1,2024
202401061730,2024-01-06,17:30,17,30,Saturday,6,1,1,1,1,2024
202401061800,2024-01-06,18:00,18,0,Saturday,6,1,1,1,1,2024
202401061830,2024-01-06,18:30,18,30,Saturday,6,1,1,1,1,2024
202401061900,2024-01-06,19:00,19,0,Saturday,6,1,1,1,1,2024
202401061930,2024-01-06,19:30,19,30,Saturday,6,1,1,1,1,2024
202401062000,2024-01-06,20:00,20,0,Saturday,6,1,1,1,1,2024
202401062030,2024-01-06,20:30,20,30,Saturday,6,1,1,1,1,2024
202401062100,2024-01-06,21:00,21,0,Saturday,6,1,1,1,1,2024
202401062130,2024-01-06,21:30,21,30,Saturday,6,1,1,1,1,2024
202401062200,2024-01-06,22:00,22,0,Saturday,6,1,1,1,1,2024
202401062230,2024-01-06,22:30,22,30,Saturday,6,1,1,1,1,2024
202401062300,2024-01-06,23:00,23,0,Saturday,6,1,1,1,1,2024
202401062330,2024-01-06,23:30,23,30,Saturday,6,1,1,1,1,2024
202401070900,2024-01-07,09:00,9,0,Sunday,7,1,1,1,1,2024
202401070930,2024-01-07,09:30,9,30,Sunday,7,1,1,1,1,2024
202401071000,2024-01-07,10:00,10,0,Sunday,7,1,1,1,1,2024
202401071030,2024-01-07,10:30,10,30,Sunday,7,1,1,1,1,2024
202401071100,2024-01-07,11:00,11,0,Sunday,7,1,1,1,1,2024
202401071130,2024-01-07,11:30,11,30,Sunday,7,1,1,1,1,2024
202401071200,2024-01-07,12:00,12,0,Sunday,7,1,1,1,1,2024
202401071230,2024-01-07,12:30,12,30,Sunday,7,1,1,1,1,2024
202401071300,2024-01-07,13:00,13,0,Sunday,7,1,1,1,1,2024
202401071330,2024-01-07,13:30,13,30,Sunday,7,1,1,1,1,2024
202401071400,2024-01-07,14:00,14,0,Sunday,7,1,1,1,1,2024
202401071430,2024-01-07,14:30,14,30,Sunday,7,1,1,1,1,2024
202401071500,2024-01-07,15:00,15,0,Sunday,7,1,1,1,1,2024
202401071530,2024-01-07,15:30,15,30,Sunday,7,1,1,1,1,2024
202401071600,2024-01-07,16:00,16,0,Sunday,7,1,1,1,1,2024
202401071630,2024-01-07,16:30,16,30,Sunday,7,1,1,1,1,2024
202401071700,2024-01-07,17:00,17,0,Sunday,7,1,1,1,1,2024
202401071730,2024-01-07,17:30,17,30,Sunday,7,1,1,1,1,2024
202401071800,2024-01-07,18:00,18,0,Sunday,7,1,1,1,1,2024
202401071830,2024-01-07,18:30,18,30,Sunday,7,1,1,1,1,2024
202401071900,2024-01-07,19:00,19,0,Sunday,7,1,1,1,1,2024
202401071930,2024-01-07,19:30,19,30,Sunday,7,1,1,1,1,2024
202401072000,2024-01-07,20:00,20,0,Sunday,7,1,1,1,1,2024
202401072030,2024-01-07,20:30,20,30,Sunday,7,1,1,1,1,2024
202401072100,2024-01-07,21:00,21,0,Sunday,7,1,1,1,1,2024
202401072130,2024-01-07,21:30,21,30,Sunday,7,1,1,1,1,2024
202401072200,2024-01-07,22:00,22,0,Sunday,7,1,1,1,1,2024
202401072230,2024-01-07,22:30,22,30,Sunday,7,1,1,1,1,2024
202401072300,2024-01-07,23:00,23,0,Sunday,7,1,1,1,1,2024
202401072330,2024-01-07,23:30,23,30,Sunday,7,1,1,1,1,2024
202401080900,2024-01-08,09:00,9,0,Monday,1,0,2,1,1,2024
202401080930,2024-01-08,09:30,9,30,Monday,1,0,2,1,1,2024
202401081000,2024-01-08,10:00,10,0,Monday,1,0,2,1,1,2024
202401081030,2024-01-08,10:30,10,30,Monday,1,0,2,1,1,2024
202401081100,2024-01-08,11:00,11,0,Monday,1,0,2,1,1,2024
202401081130,2024-01-08,11:30,11,30,Monday,1,0,2,1,1,2024
202401081200,2024-01-08,12:00,12,0,Monday,1,0,2,1,1,2024
202401081230,2024-01-08,12:30,12,30,Monday,1,0,2,1,1,2024
202401081300,2024-01-08,13:00,13,0,Monday,1,0,2,1,1,2024
202401081330,2024-01-08,13:30,13,30,Monday,1,0,2,1,1,2024
202401081400,2024-01-08,14:00,14,0,Monday,1,0,2,1,1,2024
202401081430,2024-01-08,14:30,14,30,Monday,1,0,2,1,1,2024
202401081500,2024-01-08,15:00,15,0,Monday,1,0,2,1,1,2024
202401081530,2024-01-08,15:30,15,30,Monday,1,0,2,1,1,2024
202401081600,2024-01-08,16:00,16,0,Monday,1,0,2,1,1,2024
202401081630,2024-01-08,16:30,16,30,Monday,1,0,2,1,1,2024
202401081700,2024-01-08,17:00,17,0,Monday,1,0,2,1,1,2024
202401081730,2024-01-08,17:30,17,30,Monday,1,0,2,1,1,2024
202401081800,2024-01-08,18:00,18,0,Monday,1,0,2,1,1,2024
202401081830,2024-01-08,18:30,18,30,Monday,1,0,2,1,1,2024
202401081900,2024-01-08,19:00,19,0,Monday,1,0,2,1,1,2024
202401081930,2024-01-08,19:30,19,30,Monday,1,0,2,1,1,2024
202401082000,2024-01-08,20:00,20,0,Monday,1,0,2,1,1,2024
202401082030,2024-01-08,20:30,20,30,Monday,1,0,2,1,1,2024
202401082100,2024-01-08,21:00,21,0,Monday,1,0,2,1,1,2024
202401082130,2024-01-08,21:30,21,30,Monday,1,0,2,1,1,2024
202401082200,2024-01-08,22:00,22,0,Monday,1,0,2,1,1,2024
202401082230,2024-01-08,22:30,22,30,Monday,1,0,2,1,1,2024
202401082300,2024-01-08,23:00,23,0,Monday,1,0,2,1,1,2024
202401082330,2024-01-08,23:30,23,30,Monday,1,0,2,1,1,2024
202401090900,2024-01-09,09:00,9,0,Tuesday,2,0,2,1,1,2024
202401090930,2024-01-09,09:30,9,30,Tuesday,2,0,2,1,1,2024
202401091000,2024-01-09,10:00,10,0,Tuesday,2,0,2,1,1,2024
202401091030,2024-01-09,10:30,10,30,Tuesday,2,0,2,1,1,2024
202401091100,2024-01-09,11:00,11,0,Tuesday,2,0,2,1,1,2024
202401091130,2024-01-09,11:30,11,30,Tuesday,2,0,2,1,1,2024
202401091200,2024-01-09,12:00,12,0,Tuesday,2,0,2,1,1,2024
202401091230,2024-01-09,12:30,12,30,Tuesday,2,0,2,1,1,2024
202401091300,2024-01-09,13:00,13,0,Tuesday,2,0,2,1,1,2024
202401091330,2024-01-09,13:30,13,30,Tuesday,2,0,2,1,1,2024
202401091400,2024-01-09,14:00,14,0,Tuesday,2,0,2,1,1,2024
202401091430,2024-01-09,14:30,14,30,Tuesday,2,0,2,1,1,2024
202401091500,2024-01-09,15:00,15,0,Tuesday,2,0,2,1,1,2024
202401091530,2024-01-09,15:30,15,30,Tuesday,2,0,2,1,1,2024
202401091600,2024-01-09,16:00,16,0,Tuesday,2,0,2,1,1,2024
202401091630,2024-01-09,16:30,16,30,Tuesday,2,0,2,1,1,2024
202401091700,2024-01-09,17:00,17,0,Tuesday,2,0,2,1,1,2024
202401091730,2024-01-09,17:30,17,30,Tuesday,2,0,2,1,1,2024
202401091800,2024-01-09,18:00,18,0,Tuesday,2,0,2,1,1,2024
202401091830,2024-01-09,18:30,18,30,Tuesday,2,0,2,1,1,2024
202401091900,2024-01-09,19:00,19,0,Tuesday,2,0,2,1,1,2024
202401091930,2024-01-09,19:30,19,30,Tuesday,2,0,2,1,1,2024
202401092000,2024-01-09,20:00,20,0,Tuesday,2,0,2,1,1,2024
202401092030,2024-01-09,20:30,20,30,Tuesday,2,0,2,1,1,2024
202401092100,2024-01-09,21:00,21,0,Tuesday,2,0,2,1,1,2024
202401092130,2024-01-09,21:30,21,30,Tuesday,2,0,2,1,1,2024
202401092200,2024-01-09,22:00,22,0,Tuesday,2,0,2,1,1,2024
202401092230,2024-01-09,22:30,22,30,Tuesday,2,0,2,1,1,2024
202401092300,2024-01-09,23:00,23,0,Tuesday,2,0,2,1,1,2024
202401092330,2024-01-09,23:30,23,30,Tuesday,2,0,2,1,1,2024
202401100900,2024-01-10,09:00,9,0,Wednesday,3,0,2,1,1,2024
202401100930,2024-01-10,09:30,9,30,Wednesday,3,0,2,1,1,2024
202401101000,2024-01-10,10:00,10,0,Wednesday,3,0,2,1,1,2024
202401101030,2024-01-10,10:30,10,30,Wednesday,3,0,2,1,1,2024
202401101100,2024-01-10,11:00,11,0,Wednesday,3,0,2,1,1,2024
202401101130,2024-01-10,11:30,11,30,Wednesday,3,0,2,1,1,2024
202401101200,2024-01-10,12:00,12,0,Wednesday,3,0,2,1,1,2024
202401101230,2024-01-10,12:30,12,30,Wednesday,3,0,2,1,1,2024
202401101300,2024-01-10,13:00,13,0,Wednesday,3,0,2,1,1,2024
202401101330,2024-01-10,13:30,13,30,Wednesday,3,0,2,1,1,2024
202401101400,2024-01-10,14:00,14,0,Wednesday,3,0,2,1,1,2024
202401101430,2024-01-10,14:30,14,30,Wednesday,3,0,2,1,1,2024
202401101500,2024-01-10,15:00,15,0,Wednesday,3,0,2,1,1,2024
202401101530,2024-01-10,15:30,15,30,Wednesday,3,0,2,1,1,2024
202401101600,2024-01-10,16:00,16,0,Wednesday,3,0,2,1,1,2024
202401101630,2024-01-10,16:30,16,30,Wednesday,3,0,2,1,1,2024
202401101700,2024-01-10,17:00,17,0,Wednesday,3,0,2,1,1,2024
202401101730,2024-01-10,17:30,17,30,Wednesday,3,0,2,1,1,2024
202401101800,2024-01-10,18:00,18,0,Wednesday,3,0,2,1,1,2024
202401101830,2024-01-10,18:30,18,30,Wednesday,3,0,2,1,1,2024
202401101900,2024-01-10,19:00,19,0,Wednesday,3,0,2,1,1,2024
202401101930,2024-01-10,19:30,19,30,Wednesday,3,0,2,1,1,2024
202401102000,2024-01-10,20:00,20,0,Wednesday,3,0,2,1,1,2024
202401102030,2024-01-10,20:30,20,30,Wednesday,3,0,2,1,1,2024
202401102100,2024-01-10,21:00,21,0,Wednesday,3,0,2,1,1,2024
202401102130,2024-01-10,21:30,21,30,Wednesday,3,0,2,1,1,2024
202401102200,2024-01-10,22:00,22,0,Wednesday,3,0,2,1,1,2024
202401102230,2024-01-10,22:30,22,30,Wednesday,3,0,2,1,1,2024
202401102300,2024-01-10,23:00,23,0,Wednesday,3,0,2,1,1,2024
202401102330,2024-01-10,23:30,23,30,Wednesday,3,0,2,1,1,2024
202401110900,2024-01-11,09:00,9,0,Thursday,4,0,2,1,1,2024
202401110930,2024-01-11,09:30,9,30,Thursday,4,0,2,1,1,2024
202401111000,2024-01-11,10:00,10,0,Thursday,4,0,2,1,1,2024
202401111030,2024-01-11,10:30,10,30,Thursday,4,0,2,1,1,2024
202401111100,2024-01-11,11:00,11,0,Thursday,4,0,2,1,1,2024
202401111130,2024-01-11,11:30,11,30,Thursday,4,0,2,1,1,2024
202401111200,2024-01-11,12:00,12,0,Thursday,4,0,2,1,1,2024
202401111230,2024-01-11,12:30,12,30,Thursday,4,0,2,1,1,2024
202401111300,2024-01-11,13:00,13,0,Thursday,4,0,2,1,1,2024
202401111330,2024-01-11,13:30,13,30,Thursday,4,0,2,1,1,2024
202401111400,2024-01-11,14:00,14,0,Thursday,4,0,2,1,1,2024
202401111430,2024-01-11,14:30,14,30,Thursday,4,0,2,1,1,2024
202401111500,2024-01-11,15:00,15,0,Thursday,4,0,2,1,1,2024
202401111530,2024-01-11,15:30,15,30,Thursday,4,0,2,1,1,2024
202401111600,2024-01-11,16:00,16,0,Thursday,4,0,2,1,1,2024
202401111630,2024-01-11,16:30,16,30,Thursday,4,0,2,1,1,2024
202401111700,2024-01-11,17:00,17,0,Thursday,4,0,2,1,1,2024
202401111730,2024-01-11,17:30,17,30,Thursday,4,0,2,1,1,2024
202401111800,2024-01-11,18:00,18,0,Thursday,4,0,2,1,1,2024
202401111830,2024-01-11,18:30,18,30,Thursday,4,0,2,1,1,2024
202401111900,2024-01-11,19:00,19,0,Thursday,4,0,2,1,1,2024
202401111930,2024-01-11,19:30,19,30,Thursday,4,0,2,1,1,2024
202401112000,2024-01-11,20:00,20,0,Thursday,4,0,2,1,1,2024
202401112030,2024-01-11,20:30,20,30,Thursday,4,0,2,1,1,2024
202401112100,2024-01-11,21:00,21,0,Thursday,4,0,2,1,1,2024
202401112130,2024-01-11,21:30,21,30,Thursday,4,0,2,1,1,2024
202401112200,2024-01-11,22:00,22,0,Thursday,4,0,2,1,1,2024
202401112230,2024-01-11,22:30,22,30,Thursday,4,0,2,1,1,2024
202401112300,2024-01-11,23:00,23,0,Thursday,4,0,2,1,1,2024
202401112330,2024-01-11,23:30,23,30,Thursday,4,0,2,1,1,2024
202401120900,2024-01-12,09:00,9,0,Friday,5,0,2,1,1,2024
202401120930,2024-01-12,09:30,9,30,Friday,5,0,2,1,1,2024
202401121000,2024-01-12,10:00,10,0,Friday,5,0,2,1,1,2024
202401121030,2024-01-12,10:30,10,30,Friday,5,0,2,1,1,2024
202401121100,2024-01-12,11:00,11,0,Friday,5,0,2,1,1,2024
202401121130,2024-01-12,11:30,11,30,Friday,5,0,2,1,1,2024
202401121200,2024-01-12,12:00,12,0,Friday,5,0,2,1,1,2024
202401121230,2024-01-12,12:30,12,30,Friday,5,0,2,1,1,2024
202401121300,2024-01-12,13:00,13,0,Friday,5,0,2,1,1,2024
202401121330,2024-01-12,13:30,13,30,Friday,5,0,2,1,1,2024
202401121400,2024-01-12,14:00,14,0,Friday,5,0,2,1,1,2024
202401121430,2024-01-12,14:30,14,30,Friday,5,0,2,1,1,2024
202401121500,2024-01-12,15:00,15,0,Friday,5,0,2,1,1,2024
202401121530,2024-01-12,15:30,15,30,Friday,5,0,2,1,1,2024
202401121600,2024-01-12,16:00,16,0,Friday,5,0,2,1,1,2024
202401121630,2024-01-12,16:30,16,30,Friday,5,0,2,1,1,2024
202401121700,2024-01-12,17:00,17,0,Friday,5,0,2,1,1,2024
202401121730,2024-01-12,17:30,17,30,Friday,5,0,2,1,1,2024
202401121800,2024-01-12,18:00,18,0,Friday,5,0,2,1,1,2024
202401121830,2024-01-12,18:30,18,30,Friday,5,0,2,1,1,2024
202401121900,2024-01-12,19:00,19,0,Friday,5,0,2,1,1,2024
202401121930,2024-01-12,19:30,19,30,Friday,5,0,2,1,1,2024
202401122000,2024-01-12,20:00,20,0,Friday,5,0,2,1,1,2024
202401122030,2024-01-12,20:30,20,30,Friday,5,0,2,1,1,2024
202401122100,2024-01-12,21:00,21,0,Friday,5,0,2,1,1,2024
202401122130,2024-01-12,21:30,21,30,Friday,5,0,2,1,1,2024
202401122200,2024-01-12,22:00,22,0,Friday,5,0,2,1,1,2024
202401122230,2024-01-12,22:30,22,30,Friday,5,0,2,1,1,2024
202401122300,2024-01-12,23:00,23,0,Friday,5,0,2,1,1,2024
202401122330,2024-01-12,23:30,23,30,Friday,5,0,2,1,1,2024
202401130900,2024-01-13,09:00,9,0,Saturday,6,1,2,1,1,2024
202401130930,2024-01-13,09:30,9,30,Saturday,6,1,2,1,1,2024
202401131000,2024-01-13,10:00,10,0,Saturday,6,1,2,1,1,2024
202401131030,2024-01-13,10:30,10,30,Saturday,6,1,2,1,1,2024
202401131100,2024-01-13,11:00,11,0,Saturday,6,1,2,1,1,2024
202401131130,2024-01-13,11:30,11,30,Saturday,6,1,2,1,1,2024
